Date,High,Low,Open,Close,Volume,Adj Close,mov_avg for 10 days,mov_avg for 20 days,mov_avg for 30 days,Daily Return,Subjectivity,Polarity,Compound,Negative,Neutral,Positive
2019-06-10,1092.6600341796875,1072.322021484375,1072.97998046875,1080.3800048828125,1464200,1080.3800048828125,1079.4449951171875,1113.3274963378906,1137.1703287760417,0.013451620290850785,0.38898508039579494,0.0709224129045558,-0.9998,0.166,0.735,0.099
2019-06-11,1101.989990234375,1077.60302734375,1093.97998046875,1078.719970703125,1436700,1078.719970703125,1073.9019897460937,1110.6619934082032,1130.2083292643229,-0.001536528047709984,0.37241044271713414,-0.003436650090925168,-1.0,0.215,0.719,0.066
2019-06-12,1080.9300537109375,1067.5400390625,1078.0,1077.030029296875,1061000,1077.030029296875,1069.9589965820312,1108.4914978027343,1126.4933308919271,-0.0015666173354966784,0.41675598168377986,0.0587114960851423,-0.9996,0.152,0.741,0.107
2019-06-13,1094.1700439453125,1080.1500244140625,1083.6400146484375,1088.77001953125,1057700,1088.77001953125,1067.0410034179688,1104.719500732422,1123.8496663411458,0.010900336959071888,0.3865189080891563,0.07469916103180567,-0.9999,0.188,0.717,0.095
2019-06-14,1092.68994140625,1080.1719970703125,1086.4200439453125,1085.3499755859375,1111500,1085.3499755859375,1065.2130004882813,1100.0380004882813,1121.2743326822917,-0.003141199595838362,0.39943767480804526,0.024174846643982426,-0.9998,0.171,0.731,0.098
2019-06-17,1099.1800537109375,1086.280029296875,1086.280029296875,1092.5,941600,1092.5,1070.8400024414063,1096.547998046875,1118.177665201823,0.006587759317175479,0.4000185638876114,0.06009544027401169,-0.9998,0.158,0.752,0.09
2019-06-18,1116.3900146484375,1098.989990234375,1109.68994140625,1103.5999755859375,1386700,1103.5999755859375,1075.8949951171876,1094.785498046875,1115.317997233073,0.010160160719393518,0.40240106972065726,0.10537772079009201,-0.9996,0.165,0.719,0.116
2019-06-19,1107.0,1093.47998046875,1105.5999755859375,1102.3299560546875,1338800,1102.3299560546875,1081.9059936523438,1092.4204956054687,1112.925663248698,-0.0011507969910706795,0.4237830083302525,0.02920103737032872,-0.9998,0.169,0.736,0.095
2019-06-20,1120.1199951171875,1104.739990234375,1119.989990234375,1111.4200439453125,1262000,1111.4200439453125,1088.6140014648438,1090.4204956054687,1111.0973307291667,0.008246249537805284,0.4253707485626306,0.04605220630128381,-0.9999,0.168,0.74,0.092
2019-06-21,1124.1099853515625,1108.0799560546875,1109.239990234375,1121.8800048828125,1947600,1121.8800048828125,1094.197998046875,1089.4759948730468,1109.7473307291666,0.009411348116747265,0.3848380675282851,0.04710938316916582,-0.9999,0.168,0.742,0.09
2019-06-24,1122.0,1111.010009765625,1119.6099853515625,1115.52001953125,1395600,1115.52001953125,1097.7119995117187,1088.5784973144532,1108.1223307291666,-0.005669042432240201,0.42202434700773583,0.04189864860130639,-0.9999,0.189,0.715,0.097
2019-06-25,1114.3499755859375,1083.800048828125,1112.6600341796875,1086.3499755859375,1546900,1086.3499755859375,1098.475,1086.188494873047,1106.5996622721354,-0.026149278753033967,0.3640436450342113,0.04226843910806178,-0.9999,0.186,0.728,0.086
2019-06-26,1092.969970703125,1072.239990234375,1086.5,1079.800048828125,1810900,1079.800048828125,1098.752001953125,1084.3554992675781,1105.244999186198,-0.006029297100393238,0.3829937788948388,0.047330318876255266,-0.9998,0.169,0.735,0.096
2019-06-27,1087.0999755859375,1075.2900390625,1084.0,1076.010009765625,1004300,1076.010009765625,1097.4760009765625,1082.2585021972657,1102.305000813802,-0.003509945259414615,0.3967290206909582,0.039782871876297504,-0.9997,0.148,0.753,0.099
2019-06-28,1081.0,1073.3699951171875,1076.3900146484375,1080.9100341796875,1693200,1080.9100341796875,1097.0320068359374,1081.1225036621095,1099.0360026041667,0.004553883671704728,0.39354608421881165,0.04992794175521446,-0.9999,0.173,0.732,0.095
2019-07-01,1107.5799560546875,1093.7030029296875,1098.0,1097.949951171875,1436300,1097.949951171875,1097.577001953125,1084.2085021972657,1096.8909993489583,0.01576441743842194,0.39727115308933497,0.025105273514364423,-0.9999,0.163,0.75,0.087
2019-07-02,1111.77001953125,1098.1700439453125,1102.239990234375,1111.25,991600,1111.25,1098.3420043945312,1087.1184997558594,1095.9710001627604,0.012113529231391196,0.3855716170276612,0.018633427012547884,-0.9998,0.159,0.747,0.094
2019-07-03,1126.760009765625,1113.8599853515625,1117.4100341796875,1121.5799560546875,767000,1121.5799560546875,1100.2670043945313,1091.0864990234375,1095.0359985351563,0.009295798474409533,0.3577501707914078,0.0016712783207628603,-0.9999,0.18,0.717,0.102
2019-07-05,1132.8800048828125,1116.1400146484375,1117.800048828125,1131.5899658203125,1264300,1131.5899658203125,1102.2839965820312,1095.4489990234374,1094.3749959309896,0.008924918559383599,0.3901714619921143,0.012899334964552362,-0.9998,0.173,0.724,0.103
2019-07-08,1125.97998046875,1111.2099609375,1125.1700439453125,1116.3499755859375,1236400,1116.3499755859375,1101.7309936523438,1097.9644958496094,1093.5609944661458,-0.013467767207821835,0.3611770697583846,0.043462941326263126,-0.9997,0.162,0.734,0.104
2019-07-09,1128.0250244140625,1107.1700439453125,1111.800048828125,1124.8299560546875,1330400,1124.8299560546875,1102.6619873046875,1100.186993408203,1093.2729939778646,0.007596166662967141,0.3913681628890754,0.031638725659638205,-0.9999,0.166,0.742,0.092
2019-07-10,1142.050048828125,1130.969970703125,1131.219970703125,1140.47998046875,1209500,1140.47998046875,1108.0749877929688,1103.2749938964844,1093.483992513021,0.01391323580050674,0.39172765297765333,0.0451782058032058,-0.9998,0.156,0.75,0.094
2019-07-11,1153.0699462890625,1139.5799560546875,1143.25,1144.2099609375,1195500,1144.2099609375,1114.5159790039063,1106.6339904785157,1094.4089925130208,0.0032705356802642527,0.4024447368799526,0.06264853087112232,-0.9999,0.171,0.745,0.084
2019-07-12,1147.3399658203125,1138.780029296875,1143.989990234375,1144.9000244140625,864000,1144.9000244140625,1121.40498046875,1109.4404907226562,1095.3073282877604,0.0006030916528616537,0.3832451629178903,0.058721421003239196,-0.9998,0.159,0.74,0.101
2019-07-15,1150.8199462890625,1139.4000244140625,1146.8599853515625,1150.3399658203125,903800,1150.3399658203125,1128.3479736328125,1112.689990234375,1096.864326985677,0.004751455402434823,0.3922480170519387,0.03354262748870592,-0.9999,0.175,0.723,0.102
2019-07-16,1158.5799560546875,1145.0,1146.0,1153.5799560546875,1238800,1153.5799560546875,1133.9109741210937,1115.7439880371094,1100.7759928385417,0.002816550177029198,0.3814011821511821,0.04784804084804083,-0.9999,0.17,0.738,0.092
2019-07-17,1158.3599853515625,1145.77001953125,1150.969970703125,1146.3499755859375,1170000,1146.3499755859375,1137.4209716796875,1117.8814880371094,1103.8859903971354,-0.006267428998573243,0.3674329273785795,0.01990282965826445,-0.9999,0.171,0.731,0.098
2019-07-18,1147.60498046875,1132.72998046875,1141.739990234375,1146.3299560546875,1290700,1146.3299560546875,1139.8959716796876,1120.0814880371095,1107.3563232421875,-1.746371673250202e-05,0.40415756364847294,0.07508089990817267,-0.9998,0.176,0.716,0.108
2019-07-19,1151.1400146484375,1129.6199951171875,1148.18994140625,1130.0999755859375,1647200,1130.0999755859375,1139.74697265625,1121.0154846191406,1110.214990234375,-0.014158210193344845,0.389921073856435,-0.013041537043438188,-0.9998,0.177,0.713,0.11
2019-07-22,1139.25,1124.239990234375,1133.449951171875,1138.0699462890625,1301500,1138.0699462890625,1141.9189697265624,1121.8249816894531,1112.615987141927,0.0070524474606705745,0.3987846889952154,0.061357396015290756,-0.9998,0.174,0.727,0.099
2019-07-23,1146.9000244140625,1131.800048828125,1144.0,1146.2099609375,1093700,1146.2099609375,1144.0569702148437,1123.3594787597656,1114.8103190104166,0.007152473075121568,0.3897716223915484,0.06768333040473265,-0.9998,0.165,0.735,0.1
2019-07-24,1144.0,1126.989990234375,1131.9000244140625,1137.81005859375,1589800,1137.81005859375,1143.7899780273438,1125.9324829101563,1116.7799886067708,-0.007328415063571403,0.37768948263065893,0.011573139279021632,-0.9998,0.176,0.729,0.096
2019-07-25,1141.699951171875,1120.9200439453125,1137.8199462890625,1132.1199951171875,2209800,1132.1199951171875,1142.5809814453125,1128.5484802246094,1118.6163208007813,-0.0050008904681287936,0.39982446751243755,0.039101758725818885,-0.9997,0.161,0.731,0.109
2019-07-26,1265.550048828125,1224.0,1224.0400390625,1250.4100341796875,4805800,1250.4100341796875,1153.131982421875,1137.2684814453125,1124.0043212890625,0.10448542519581205,0.39191338854382335,0.027796521111738484,-0.9997,0.158,0.736,0.106
2019-07-29,1247.3699951171875,1228.22998046875,1241.050048828125,1239.4100341796875,2223700,1239.4100341796875,1162.0389892578125,1145.1934814453125,1129.1396565755208,-0.008797114305961529,0.39939762083360714,0.021705007794973176,-0.9998,0.17,0.724,0.106
2019-07-30,1234.8699951171875,1223.300048828125,1225.4100341796875,1225.1400146484375,1453300,1225.1400146484375,1169.1949951171875,1151.5529846191407,1133.5609903971354,-0.011513558175035077,0.39588536006118413,0.013246991104133953,-0.9999,0.184,0.717,0.1
2019-07-31,1234.0,1207.7640380859375,1223.0,1216.6800537109375,1725500,1216.6800537109375,1176.2280029296876,1156.8244873046874,1137.3303263346354,-0.006905301301359912,0.38641753390097766,0.03808954015079842,-0.9997,0.161,0.73,0.109
2019-08-01,1234.1099853515625,1205.719970703125,1214.030029296875,1209.010009765625,1698500,1209.010009765625,1182.4960083007813,1161.1959899902345,1140.886328125,-0.006304076344408216,0.383826488826489,0.03297168109668107,-0.9998,0.169,0.724,0.108
2019-08-02,1206.9000244140625,1188.93994140625,1200.739990234375,1193.989990234375,1645100,1193.989990234375,1188.885009765625,1164.3159912109375,1143.6386596679688,-0.01242340378485518,0.40329524999628075,0.025125803940236936,-0.9998,0.17,0.73,0.1
2019-08-05,1175.239990234375,1140.1400146484375,1170.0400390625,1152.3199462890625,2597500,1152.3199462890625,1190.310009765625,1166.1144897460938,1144.6533243815104,-0.03489982687135662,0.4085627371341658,0.04617165867165865,-0.9997,0.158,0.743,0.099
2019-08-06,1179.9599609375,1160.0,1163.31005859375,1169.949951171875,1709400,1169.949951171875,1192.6840087890625,1168.3704895019532,1146.467655436198,0.015299574514515912,0.39642779750046175,0.07797247062818005,-0.9986,0.143,0.737,0.12
2019-08-07,1178.4449462890625,1149.6240234375,1156.0,1173.989990234375,1444300,1173.989990234375,1196.302001953125,1170.0459899902344,1149.3889892578125,0.0034531725553330617,0.39125192012288784,0.03092375366568914,-0.9997,0.151,0.754,0.095
2019-08-08,1205.010009765625,1173.02001953125,1182.8299560546875,1204.800048828125,1468000,1204.800048828125,1203.5700073242188,1173.0754943847655,1153.5556559244792,0.026243885254591648,0.39733638225573725,0.04040586355102484,-0.9997,0.156,0.742,0.103
2019-08-09,1203.8800048828125,1183.60302734375,1197.989990234375,1188.010009765625,1065700,1188.010009765625,1197.3300048828125,1175.2309936523438,1157.2889892578125,-0.013935954832365094,0.4293524411570771,0.036281786646025105,-0.9998,0.174,0.709,0.117
2019-08-12,1184.9599609375,1167.6719970703125,1179.2099609375,1174.7099609375,1003000,1174.7099609375,1190.8599975585937,1176.4494934082031,1160.415653483073,-0.01119523296840641,0.41267090374233256,0.06583930869645158,-0.9998,0.175,0.715,0.11
2019-08-13,1204.780029296875,1171.4599609375,1171.4599609375,1197.27001953125,1294400,1197.27001953125,1188.072998046875,1178.6339965820312,1163.7263224283854,0.019204790411196937,0.40594696969696986,0.04343312324929976,-0.9993,0.148,0.733,0.119
2019-08-14,1182.300048828125,1160.5400390625,1176.31005859375,1164.2900390625,1578700,1164.2900390625,1182.8339965820312,1179.5309997558593,1165.4943237304688,-0.02754598372191941,0.42183902178407684,0.0328932575361147,-0.9996,0.152,0.738,0.109
2019-08-15,1175.8399658203125,1162.1099853515625,1163.5,1167.260009765625,1218700,1167.260009765625,1178.6589965820312,1180.5775024414063,1167.0169921875,0.002550885607091935,0.4547540096515506,0.07336722021148255,-0.9865,0.141,0.722,0.137
2019-08-16,1182.719970703125,1171.81005859375,1179.550048828125,1177.5999755859375,1313300,1177.5999755859375,1177.0199951171876,1182.9525024414063,1168.5506591796875,0.008858322682012032,0.42972437888198767,0.07224229876403791,0.6551,0.126,0.746,0.129
2019-08-19,1206.989990234375,1190.0899658203125,1190.0899658203125,1198.449951171875,1231600,1198.449951171875,1181.6329956054688,1185.971502685547,1171.2873250325522,0.017705482352411872,0.404729424119188,0.03664080342229948,-0.9999,0.193,0.705,0.102
2019-08-20,1196.06005859375,1182.1099853515625,1195.25,1182.68994140625,915500,1182.68994140625,1182.9069946289062,1187.7955017089844,1173.2159912109375,-0.013150327846577547,0.38636009042152397,0.025848477461105433,-0.9995,0.143,0.752,0.105
2019-08-21,1199.0,1187.4300537109375,1193.1500244140625,1191.25,740700,1191.25,1184.6329956054688,1190.4674987792969,1174.9083251953125,0.00723778760101057,0.39469336836003516,0.012839690145245705,-0.9998,0.153,0.75,0.097
2019-08-22,1198.011962890625,1178.5799560546875,1194.0699462890625,1189.530029296875,947500,1189.530029296875,1183.1059936523438,1193.3380004882813,1176.418994140625,-0.001443836896642181,0.3817421361431778,0.0725982668951419,-0.9998,0.162,0.734,0.104
2019-08-23,1194.0799560546875,1147.75,1181.989990234375,1151.2900390625,1687000,1151.2900390625,1179.4339965820313,1188.3820007324218,1176.6319946289063,-0.03214714155386089,0.36179999402590785,0.024122942395367646,-0.9998,0.172,0.723,0.105
2019-08-26,1169.469970703125,1152.9599609375,1157.260009765625,1168.8900146484375,1226100,1168.8900146484375,1178.852001953125,1184.8559997558593,1177.2503295898437,0.01528717785161171,0.39240784468057205,0.055906877213695395,-0.9997,0.161,0.734,0.106
2019-08-27,1182.4000244140625,1161.449951171875,1180.530029296875,1167.8399658203125,1077200,1167.8399658203125,1175.9089965820312,1181.9909973144531,1177.7256632486979,-0.0008983298813112217,0.3819884594452068,0.04156589373717403,-0.9998,0.169,0.737,0.094
2019-08-28,1176.4200439453125,1157.300048828125,1161.7099609375,1171.02001953125,802000,1171.02001953125,1176.5819946289062,1179.7079956054688,1178.547998046875,0.0027230218214906454,0.41309748949347525,0.05687702099198455,-0.9998,0.161,0.738,0.101
2019-08-29,1196.06005859375,1181.1199951171875,1181.1199951171875,1192.8499755859375,1088400,1192.8499755859375,1179.1409912109375,1178.8999938964844,1180.0986653645834,0.018641829935090115,0.4293325226010741,0.017028615279498664,-0.9998,0.157,0.752,0.091
2019-08-30,1198.5,1183.802978515625,1198.5,1188.0999755859375,1129800,1188.0999755859375,1180.1909912109375,1178.6054931640624,1182.0319986979166,-0.00398205985431388,0.4075439009914815,0.08923451100870458,-0.9992,0.14,0.752,0.108
2019-09-03,1186.8900146484375,1163.199951171875,1177.030029296875,1168.3900146484375,1479900,1168.3900146484375,1177.1849975585938,1179.4089965820312,1183.0426676432292,-0.01658948013005357,0.38274368549177734,0.0776700208188758,-0.9997,0.159,0.733,0.108
2019-09-04,1183.47998046875,1171.0,1176.7099609375,1181.4100341796875,1068900,1181.4100341796875,1177.0570068359375,1179.982000732422,1184.2160034179688,0.011143555977040531,0.3915258505045091,0.0472756300271544,-0.9997,0.158,0.735,0.107
2019-09-05,1213.0400390625,1191.530029296875,1191.530029296875,1211.3800048828125,1408100,1211.3800048828125,1179.0700073242188,1181.8515014648438,1186.6683349609375,0.025367966951401977,0.4366596520763188,0.057985835537918855,-0.9997,0.166,0.719,0.115
2019-09-06,1212.0150146484375,1202.52197265625,1208.1300048828125,1204.9300537109375,1072100,1204.9300537109375,1180.610009765625,1181.8580017089844,1189.0953369140625,-0.005324465606066364,0.38190278031827335,0.06142200424770849,-0.9991,0.152,0.724,0.124
2019-09-09,1220.0,1192.6199951171875,1204.0,1204.4100341796875,1471900,1204.4100341796875,1185.9220092773437,1182.6780029296874,1187.5620035807292,-0.0004315765298147367,0.41984202558670686,0.06480846970208672,-0.9872,0.131,0.741,0.129
2019-09-10,1210.0,1194.5799560546875,1195.1500244140625,1206.0,1260100,1206.0,1189.6330078125,1184.2425048828125,1186.4483357747397,0.0013201200381856015,0.362006436907427,0.05963627223528216,-0.9996,0.15,0.744,0.106
2019-09-11,1222.5999755859375,1202.199951171875,1203.4100341796875,1220.1700439453125,1307000,1220.1700439453125,1194.866015625,1185.3875061035155,1186.2826700846354,0.01174962184520112,0.41046839403982255,0.04641077176791462,-0.9997,0.16,0.729,0.11
2019-09-12,1241.8599853515625,1223.02001953125,1224.300048828125,1234.25,1725900,1234.25,1201.189013671875,1188.8855041503907,1186.8683349609375,0.011539339229441392,0.38098045982888507,0.0411789861494586,-0.9997,0.163,0.728,0.109
2019-09-13,1240.8800048828125,1227.010009765625,1231.3499755859375,1239.56005859375,1301400,1239.56005859375,1205.8600219726563,1192.500506591797,1187.886669921875,0.004302255291675161,0.4045472815910773,0.06842754872864365,-0.9997,0.148,0.748,0.104
2019-09-16,1239.56005859375,1225.6099853515625,1229.52001953125,1231.300048828125,1053300,1231.300048828125,1210.180029296875,1195.1855102539062,1189.1303385416666,-0.006663662408577298,0.3584173047365229,0.022612690422136657,-0.9999,0.182,0.723,0.095
2019-09-17,1235.0,1223.68994140625,1230.4000244140625,1229.1500244140625,955100,1229.1500244140625,1216.2560302734375,1196.7205139160155,1191.6913411458333,-0.0017461417435244986,0.36823956079256426,0.028572740569206997,-0.9999,0.16,0.752,0.088
2019-09-18,1235.6099853515625,1216.530029296875,1227.510009765625,1232.4100341796875,1135100,1232.4100341796875,1221.3560302734375,1199.2065185546876,1193.7733439127603,0.0026522472447405576,0.39276678252581876,0.037336648180021664,-0.9997,0.155,0.742,0.104
2019-09-19,1244.43994140625,1232.02001953125,1232.06005859375,1238.7099609375,996000,1238.7099609375,1224.0890258789063,1201.5795166015625,1195.9306762695312,0.005111875579628666,0.4198933486349594,0.016397956070774856,-0.9998,0.162,0.741,0.097
2019-09-20,1243.3199462890625,1223.0799560546875,1233.1199951171875,1229.9300537109375,2270000,1229.9300537109375,1226.5890258789063,1203.5995178222656,1196.7683430989584,-0.007087944315808614,0.40733803424525095,0.06642314157778077,-0.9996,0.143,0.756,0.1
2019-09-23,1239.0899658203125,1224.1700439453125,1226.0,1234.030029296875,1062400,1234.030029296875,1229.551025390625,1207.7365173339845,1198.30234375,0.0033335030504921814,0.39487935442633465,0.091771429539886,-0.9998,0.167,0.722,0.112
2019-09-24,1246.739990234375,1210.6800537109375,1240.0,1218.760009765625,1583200,1218.760009765625,1230.8270263671875,1210.2300170898438,1199.7706787109375,-0.01237410692505636,0.3707990554899644,0.09750023612750894,-0.9994,0.147,0.741,0.113
2019-09-25,1248.300048828125,1210.0899658203125,1215.8199462890625,1246.52001953125,1453000,1246.52001953125,1233.4620239257813,1214.1640197753907,1201.4123453776042,0.022777256837433812,0.3782902711323766,0.058975051264524965,-0.9998,0.162,0.744,0.094
2019-09-26,1245.0,1232.2679443359375,1241.9599609375,1241.3900146484375,1538000,1241.3900146484375,1234.176025390625,1217.68251953125,1203.9823445638021,-0.004115461286166577,0.3996714488601907,0.06311894782921283,-0.9998,0.163,0.736,0.101
2019-09-27,1244.02001953125,1214.449951171875,1243.010009765625,1225.0899658203125,1353900,1225.0899658203125,1232.7290161132812,1219.2945190429687,1205.910009765625,-0.013130481666345006,0.37137708752434767,0.06568034705021007,-0.9997,0.156,0.735,0.109
2019-09-30,1226.0,1212.300048828125,1220.969970703125,1219.0,1404100,1219.0,1231.4990112304688,1220.8395202636718,1207.2900105794272,-0.004971035589402373,0.37359346510509284,0.04538445082049732,-0.9998,0.162,0.735,0.102
2019-10-01,1231.22998046875,1203.5799560546875,1219.0,1205.0999755859375,1273500,1205.0999755859375,1229.0940063476562,1222.6750183105469,1207.5116780598958,-0.011402809199394959,0.37839809729137774,0.04257789641188852,-0.9999,0.168,0.746,0.086
2019-10-02,1196.97998046875,1171.2900390625,1196.97998046875,1176.6300048828125,1615100,1176.6300048828125,1223.5160034179687,1222.436016845703,1207.3096801757813,-0.023624571637122838,0.4365600865800866,0.11204525252525259,-0.9943,0.137,0.732,0.131
2019-10-03,1189.06005859375,1162.4300537109375,1180.0,1187.8299560546875,1621200,1187.8299560546875,1218.4280029296874,1221.2585144042969,1207.1956787109375,0.009518668676981923,0.41243400538855074,0.02699947779493234,-0.9993,0.146,0.737,0.116
2019-10-04,1211.43994140625,1189.1700439453125,1191.8900146484375,1209.0,1162400,1209.0,1216.3349975585938,1221.46201171875,1207.844677734375,0.017822453321204135,0.39753137487512497,0.07415654549443626,-0.9997,0.162,0.729,0.109
2019-10-07,1218.2039794921875,1203.75,1204.4000244140625,1207.6800537109375,842900,1207.6800537109375,1213.7,1221.6255126953124,1209.724344889323,-0.0010917669884719094,0.4032913452462327,0.06333280441363148,-0.9996,0.149,0.746,0.105
2019-10-08,1206.0799560546875,1189.010009765625,1197.5899658203125,1189.1300048828125,1039300,1189.1300048828125,1210.7369995117188,1220.7820129394531,1210.3990112304687,-0.015360068895006407,0.4171890423009825,0.09890793596950319,-0.9857,0.129,0.742,0.128
2019-10-09,1208.3499755859375,1197.6300048828125,1199.3499755859375,1202.31005859375,867700,1202.31005859375,1206.3160034179687,1219.889013671875,1211.5480143229167,0.011083778608577344,0.4077755356639821,0.07082521285708537,-0.9998,0.164,0.733,0.103
2019-10-10,1215.0,1197.3399658203125,1198.5799560546875,1208.6700439453125,846600,1208.6700439453125,1203.0440063476562,1218.6100158691406,1212.8030151367188,0.005289804660705721,0.4082038610533234,0.013520780294973824,-0.9998,0.155,0.747,0.097
2019-10-11,1228.3900146484375,1213.739990234375,1222.2099609375,1215.449951171875,1272700,1215.449951171875,1202.0800048828125,1217.4045104980469,1213.55634765625,0.005609394607341889,0.3702270605211781,0.06626109534722979,-0.9998,0.159,0.749,0.092
2019-10-14,1226.3299560546875,1211.760009765625,1212.3399658203125,1217.1400146484375,867500,1217.1400146484375,1201.8940063476562,1216.6965087890626,1214.5243489583333,0.001390483808019427,0.42181635824493,0.00012261547975833472,-0.9999,0.183,0.731,0.086
2019-10-15,1247.3299560546875,1220.4000244140625,1220.4000244140625,1243.010009765625,1381700,1243.010009765625,1205.685009765625,1217.3895080566406,1217.0116821289062,0.02125474046193432,0.3629455277083015,0.04221897020254685,-0.9999,0.164,0.745,0.091
2019-10-16,1254.739990234375,1238.449951171875,1241.1700439453125,1243.6400146484375,1094600,1243.6400146484375,1212.3860107421874,1217.9510070800782,1219.0860148111979,0.0005068381411756917,0.40221191356172364,0.022154156574308647,-0.9996,0.153,0.735,0.112
2019-10-17,1263.324951171875,1249.93994140625,1250.9300537109375,1253.0699462890625,952400,1253.0699462890625,1218.910009765625,1218.6690063476562,1220.4756795247397,0.007582525111409222,0.4090615439923399,0.0580642656075182,-0.9998,0.158,0.738,0.104
2019-10-18,1258.8900146484375,1241.0799560546875,1253.4599609375,1245.489990234375,1352800,1245.489990234375,1222.5590087890625,1219.447003173828,1221.8276774088542,-0.006049108493213273,0.3984128178664603,0.04949703993578164,-0.9996,0.156,0.728,0.116
2019-10-21,1254.6290283203125,1240.5999755859375,1252.260009765625,1246.1500244140625,1027200,1246.1500244140625,1226.406005859375,1220.0530029296874,1223.2190104166666,0.0005299393691340359,0.3711110172355527,0.05279499723737643,-0.9997,0.149,0.75,0.101
2019-10-22,1250.5999755859375,1241.3800048828125,1247.8499755859375,1242.800048828125,1023800,1242.800048828125,1231.7730102539062,1221.2550048828125,1224.4456787109375,-0.0026882602578390813,0.3965905134292231,0.030500733137829906,-0.9997,0.153,0.74,0.107
2019-10-23,1259.8900146484375,1242.3599853515625,1242.3599853515625,1259.1300048828125,911500,1259.1300048828125,1237.4550048828125,1221.8855041503907,1225.7443440755208,0.01313964870703499,0.3823926440263073,0.033919165726096406,-0.9998,0.158,0.734,0.108
2019-10-24,1264.0,1253.7149658203125,1260.9000244140625,1260.989990234375,1028100,1260.989990234375,1242.6869995117188,1222.8655029296874,1226.6356770833333,0.0014771988153325921,0.4241468394277385,0.06288502695806072,-0.9996,0.139,0.761,0.1
2019-10-25,1269.5999755859375,1250.010009765625,1251.030029296875,1265.1300048828125,1213100,1265.1300048828125,1247.6550048828126,1224.8675048828125,1227.4880086263022,0.003283146321937158,0.37707340656320254,0.06987346742448795,-0.7332,0.125,0.749,0.126
2019-10-28,1299.31005859375,1272.5400390625,1275.449951171875,1290.0,2613200,1290.0,1254.9410034179687,1228.4175048828124,1229.4446736653647,0.019658054920206558,0.4486206154956153,0.11362113580863575,0.9992,0.114,0.736,0.15
2019-10-29,1281.5899658203125,1257.2120361328125,1276.22998046875,1262.6199951171875,1886400,1262.6199951171875,1256.902001953125,1231.293505859375,1230.5603393554688,-0.021224809986676307,0.4420596122954612,0.049111760007986414,-0.9977,0.148,0.718,0.134
2019-10-30,1269.3599853515625,1252.0,1252.969970703125,1261.2900390625,1408900,1261.2900390625,1258.6670043945312,1235.5265075683594,1231.5230061848958,-0.0010533304239048746,0.3834894832908078,0.07854530403371471,-0.9969,0.127,0.76,0.112
2019-10-31,1267.6700439453125,1250.843017578125,1261.280029296875,1260.1099853515625,1455700,1260.1099853515625,1259.3710083007813,1239.1405090332032,1232.2363403320312,-0.0009355926665484127,0.40310061168989736,0.056926677489177506,-0.9998,0.175,0.716,0.109
2019-11-01,1274.6199951171875,1260.5,1265.0,1273.739990234375,1670100,1273.739990234375,1262.1960083007812,1242.377508544922,1233.696671549479,0.010816520019091724,0.40275918239835745,0.05636854554380332,-0.9991,0.133,0.759,0.107
2019-11-04,1294.1300048828125,1276.35498046875,1276.449951171875,1291.3699951171875,1501000,1291.3699951171875,1266.7180053710938,1246.5620056152343,1235.6080037434897,0.013841133212413759,0.3958898508898511,-0.01504524249147903,-0.9999,0.19,0.723,0.087
2019-11-05,1298.9300537109375,1291.22900390625,1292.8900146484375,1292.030029296875,1282700,1292.030029296875,1271.6410034179687,1251.7070068359376,1238.0503377278646,0.0005111115963536417,0.37384426803781634,0.024440203364934535,-0.9999,0.182,0.723,0.095
2019-11-06,1293.72998046875,1282.5,1289.4599609375,1291.800048828125,1153000,1291.800048828125,1274.9080078125,1256.1815063476563,1239.5596720377605,-0.00017799932163742316,0.3804664212728733,0.02280915619625296,-0.9999,0.176,0.727,0.097
2019-11-07,1323.739990234375,1294.2449951171875,1294.280029296875,1308.8599853515625,2030000,1308.8599853515625,1279.6950073242188,1261.1910034179687,1241.8086710611979,0.01320632905914021,0.388556031482453,0.0760307195591477,-0.9994,0.145,0.738,0.117
2019-11-08,1318.0,1304.364990234375,1305.280029296875,1311.3699951171875,1251400,1311.3699951171875,1284.3190063476563,1265.9870056152345,1244.6846720377605,0.0019177068546034626,0.4177261999169218,0.024810535016720574,-0.9998,0.161,0.739,0.1
2019-11-11,1306.425048828125,1297.4100341796875,1303.1800537109375,1299.18994140625,1011900,1299.18994140625,1285.2380004882812,1270.089501953125,1247.3576700846354,-0.00928803751518581,0.41270330485365475,0.04326201479173506,-0.9998,0.17,0.726,0.104
2019-11-12,1310.0,1295.77001953125,1300.0,1298.800048828125,1085900,1298.800048828125,1288.856005859375,1272.87900390625,1250.481005859375,-0.0003001043694218497,0.387950084562988,0.03824950736241063,-0.9999,0.197,0.703,0.1
2019-11-13,1304.300048828125,1293.510009765625,1294.0699462890625,1298.0,826700,1298.0,1292.527001953125,1275.5970031738282,1254.5266723632812,-0.0006159907591987146,0.35856263289125484,0.011085769354320601,-0.9999,0.194,0.701,0.105
2019-11-14,1317.0,1295.6500244140625,1297.5,1311.4599609375,1193500,1311.4599609375,1297.6619995117187,1278.51650390625,1258.6476725260416,0.010369769597457612,0.4092953128220986,0.029903649591149578,-0.9998,0.168,0.721,0.111
